,tweets;;
"- Oscar Wilde, The Picture of Dorian Gray""";;
"608,""RT @gothficbot: """"The books that the world calls immoral are books that show the world its own shame.""""";;
;;
"The Picture of Dorian Gray, Oscar Wi…""";;
"609,""@tedcruz For Ted Cruz, ANY attention, even if negative, will suffice.";;
;;
As Oscar Wilde duly noted:;;
;;
There is only one thing in the world worse than being talked about, and that is not being talked about.;;
;;
"- Oscar Wilde, The Picture of Dorian Gray""";;
"610,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
"611,""RT @gothficbot: """"The books that the world calls immoral are books that show the world its own shame.""""";;
;;
"The Picture of Dorian Gray, Oscar Wi…""";;
"612,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
"613,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
"614,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
"615,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
"616,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
617,The Picture of Dorian Gray makes No Sense and you are all afraid to say it because it is old and acclaimed how can the man never age why does he hide the painting it's just not realistic.;;
"618,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
"619,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
"620,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
"621,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
"622,""The Picture of Dorian Gray by Oscar Wilde (1890) https://t.co/tv3NDkYqL8";;
"#epicfantasy""";;
"623,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
"624,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
"625,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
"626,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
"627,""I'm currently reading """"The Picture of Dorian Gray"""" by Oscar Wilde and I feel so sophisticated ✨and the writing is top tier✨✨✨""";;
"628,""“behind every exquisite thing that existed, there was something tragic” the picture of dorian gray or “He is half of my soul, as the poets say.” the song of achilles i know that one is basic but it’s so fucking good https://t.co/9jv6qRiYd8""";;
"629,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
630,@seldonscott The twitter profile picture of Dorian Gray;;
"631,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
"632,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
633,@gaymorality I’ve heard about the picture of Dorian gray recently! What’s it about?!!;;
"634,""@OnlyACabbage Okay, but I showed mum &amp";" the first thing she did was google a picture of Dorian Gray to show me how you look the same as him (which you do) and he was famous for being perfect looking so whatever.""";
635,@jessesingal The Picture of Dorian Gray?  Henry Wotton?;;
"636,""estou lendo """"The Picture Of Dorian Gray"""" https://t.co/Xi6l7VA1Uw #skoob""";;
"637,""@Griff757 The picture of Dorian Gray ";;
;;
Divine Error ;;
"https://t.co/vUydh8d89I""";;
"638,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
"639,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
"640,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
641,the picture of dorian gray by oscar wilde 4/5 https://t.co/QXvQAt1VeC;;
"642,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
"643,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
"644,""RT @Cursive72422030: """"Nothing can cure the soul but the senses, just as nothing can cure the senses but the soul.""""";;
"Oscar Wilde, """"The Pictur…""";;
"645,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
646,@LOUISSOFT91 The picture of Dorian Gray ( you do not want to miss this one);;
647,im rereading the picture of dorian gray https://t.co/mZxIFs4qkM;;
648,Reading The Picture Of Dorian Gray and I am speechless???! https://t.co/W4bx9PXjC0;;
"649,""RT @theiaisos: When we are happy,";;
we are always good...;;
;;
Oscar Wilde;;
The Picture of Dorian Gray;;
;;
.;;
Zucchero, Volo;;
"https://t.co/8Bre5micI8…""";;
650,ALSO THE PICTURE OF DORIAN GRAY.;;
"651,""I now have Don Quixote (which I already started), Crime and Punishment, The Picture of Dorian Gray, 1984, and the first two Stormlight volumes in my possession and they really look promising.""";;
"652,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
"653,""@mannyszn_ Thinking fast and slow ";;
The picture of Dorian Gray ;;
;;
Midnight prince ;;
"https://t.co/Q0UrxAWzBn""";;
"654,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
"655,""RT @BooksStoryline: Ten great lines from novels. “The curves of your lips rewrite history.” —Oscar Wilde, The Picture of Dorian Gray. “I to…""";;
656,@literarybase The Picture of Dorian Gray;;
657,RT @4ngelocouture: my villain origin story is gonna be all the covers of the picture of dorian gray with the most ugly and off putting men…;;
658,RT @4ngelocouture: my villain origin story is gonna be all the covers of the picture of dorian gray with the most ugly and off putting men…;;
"659,""RT @gothficbot: """"The books that the world calls immoral are books that show the world its own shame.""""";;
;;
"The Picture of Dorian Gray, Oscar Wi…""";;
"660,""RT @gothficbot: """"The books that the world calls immoral are books that show the world its own shame.""""";;
;;
"The Picture of Dorian Gray, Oscar Wi…""";;
"661,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
"662,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
"663,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
"664,""@ultjoel thank you 😏😏 the picture of dorian gray, frankenstein, jane eyre and misery &lt";"3""";
"665,""RT @Tatiana19796: #FairyTaleTuesday In Oscar Wilde's 1890 philosophical novel """"The Picture of Dorian Gray"""", Dorian is named """"Prince Charmin…""";;
"666,""RT @Tatiana19796: #FairyTaleTuesday In Oscar Wilde's 1890 philosophical novel """"The Picture of Dorian Gray"""", Dorian is named """"Prince Charmin…""";;
"667,""RT @gothficbot: """"The books that the world calls immoral are books that show the world its own shame.""""";;
;;
"The Picture of Dorian Gray, Oscar Wi…""";;
"668,""RT @Tatiana19796: #FairyTaleTuesday In Oscar Wilde's 1890 philosophical novel """"The Picture of Dorian Gray"""", Dorian is named """"Prince Charmin…""";;
"669,""""""Nowadays people know the price of everything and the value of nothing.""""";;
— Oscar Wilde, The Picture of Dorian Gray;;
" https://t.co/g40twmrzwB""";;
"670,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
"671,""RT @gothficbot: """"The books that the world calls immoral are books that show the world its own shame.""""";;
;;
"The Picture of Dorian Gray, Oscar Wi…""";;
"672,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
"673,""""""Nothing can cure the soul but the senses, just as nothing can cure the senses but the soul.""""";;
"Oscar Wilde, """"The Picture of Dorian Gray""""";;
🔱;;
Marguerite Gérard ;;
"Artist Painting a Portrait of a Musician"""" 1761";;
"⚜🎻 https://t.co/WBdoas9RYy""";;
"674,""RT @Tatiana19796: #FairyTaleTuesday In Oscar Wilde's 1890 philosophical novel """"The Picture of Dorian Gray"""", Dorian is named """"Prince Charmin…""";;
"675,""RT @gothficbot: """"The books that the world calls immoral are books that show the world its own shame.""""";;
;;
"The Picture of Dorian Gray, Oscar Wi…""";;
"676,""""""The books that the world calls immoral are books that show the world its own shame.""""";;
;;
"The Picture of Dorian Gray, Oscar Wilde""";;
"677,""RT @Louise_Salome_: Some things are more precious ";;
 because they don't last long.;;
You will always be fond of me. ;;
"I represent to you all th…""";;
"678,""june reads ★彡";;
#NOM?;;
#NOM?;;
#NOM?;;
#NOM?;;
#NOM?;;
#NOM?;;
"- children of blood and bone""";;
"679,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
"680,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
681,@HorrorNHaunted The Picture of Dorian Gray 1945 https://t.co/jtZaWAHEAS;;
"682,""@honeybiblio Romeo and Juliette";;
Of mice and men;;
Macbeth;;
The picture of Dorian gray;;
Lost Boys;;
;;
"There we others but these are the ones I enjoyed""";;
"683,""RT @Tatiana19796: #FairyTaleTuesday In Oscar Wilde's 1890 philosophical novel """"The Picture of Dorian Gray"""", Dorian is named """"Prince Charmin…""";;
"684,""RT @marcelinenjoyer: hey!! im new to #booktwt and im not quite sure how twitter and all moot thing works but im looking for moots! ";;
"some of…""";;
"685,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
"686,""RT @Tatiana19796: #FairyTaleTuesday In Oscar Wilde's 1890 philosophical novel """"The Picture of Dorian Gray"""", Dorian is named """"Prince Charmin…""";;
"687,""#FairyTaleTuesday In Oscar Wilde's 1890 philosophical novel """"The Picture of Dorian Gray"""", Dorian is named """"Prince Charming"""" by the actress Sibyl Vane. Dorian rejects her when she is unable to perform for being too enamoured with him. https://t.co/bFHhRk3hYE""";;
"688,""@lizfilleul @TheFriendMag @SistersinCrimeA I wrote the music. A friend who is an English teacher wrote the words. It was an updated version of The Picture of Dorian Gray set in a school. I wouldn't mind collaborating on another one, but it involves a lot of hard work!""";;
689,4 of 5 stars to The Picture of Dorian Gray by Oscar Wilde https://t.co/qj4qoXu2L2;;
690,Lord Henry talking a bit of organizational behaviour in The Picture of Dorian Gray? https://t.co/1z1Gf5QotP;;
691,Off-topic but I wonder if there's any fanfiction About The Picture of Dorian Gray ahahah;;
"692,""RT @gothficbot: """"When one is in love, one always begins by deceiving one's self, and one always ends by deceiving others. That is what the…""";;
"693,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
"694,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
"695,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
"696,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
"697,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
"698,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
699,my villain origin story is gonna be all the covers of the picture of dorian gray with the most ugly and off putting men on them. like did you not read the book he has to be HOT;;
"700,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
701,RT @kimaaya8: bro my comfort book is the picture of dorian gray do what you want with that;;
"702,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
"703,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
"704,""""""I don't want to be at the mercy of my emotions. I want to use them, to enjoy them, and to dominate them.""""";;
— Oscar Wilde, The Picture of Dorian Gray;;
" https://t.co/TqJxfIIBqQ""";;
"705,""""""When one is in love, one always begins by deceiving one's self, and one always ends by deceiving others. That is what the world calls a romance.""""";;
;;
"The Picture of Dorian Gray, Oscar Wilde""";;
"706,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
"707,""“Nowadays people know the price of everything and the value of nothing.”";;
;;
— Oscar Wilde, The Picture of Dorian Gray;;
;;
"#quotestoliveby #lifequotes #quote""";;
708,@JJBlazt The picture of Dorian gray;;
"709,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
710,bro my comfort book is the picture of dorian gray do what you want with that;;
"711,""RT @BooksStoryline: Ten great lines from novels. “The curves of your lips rewrite history.” —Oscar Wilde, The Picture of Dorian Gray. “I to…""";;
"712,""Ten great lines from novels. “The curves of your lips rewrite history.” —Oscar Wilde, The Picture of Dorian Gray. “I took a deep breath and listened to the old brag of my heart";" I am, I am, I am.”—Sylvia Plath, The Bell Jar https://t.co/yqlZmbqcmA #books #writing #authors #Writer""";
"713,""there’s something about circe’s writing that slows me down, like i want to read each sentence so carefully &amp";" that’s not usually how i read books. the only other time i’ve experienced this was when i read the picture of dorian gray, one of my favorites""";
"714,""“To be good is to be in harmony with oneself. Discord is to be forced to be in harmony with others.” — Oscar Wilde, The Picture of Dorian Gray""";;
"715,""@lantsovszoya Mine is Ninth House, the Millennium trilogy, The Picture of Dorian Gray, and the book thief 😭 - I can’t read them unless it’s cold out???""";;
"716,""RT @isabeIlareads: hi!! I’m new to twitter and I wanted to find some mutuals :) ";;
;;
here’s a list of some of my interests &amp; favs : ;
;;
"the pict…""";;
"717,""#The Picture of Dorian Gray. An AwEsOmE book review/summary + top 10 quotes";;
"https://t.co/Mz6922f3bq""";;
"718,""❄️Updating this. If you like:";;
;;
~tog/acotar/cc;;
~Stormlight Archive;;
~The Poppy War;;
~Red Rising;;
~The Lies of Locke Lamora;;
~Heartstopper ;;
~high fantasy;;
~sci fi;;
~classics;;
;;
Tbr:;;
#NOM?;;
#NOM?;;
#NOM?;;
#NOM?;;
;;
"Interact/rt/like to be moots! #booktwt""";;
"719,""So, apparently, I'm working on translating an article on #Annette in French with another French speaker, and comparisons are made to """"Beauty and the Beast"""" and """"Phantom of the Paradise"""", the latter based on works """"Phantom of the Opera"""", """"The Picture of Dorian Gray"""", and """"Faust"""".""";;
"720,""RT @raidhosnibm: “Children begin by loving their parents"; as they grow older they judge them; sometimes they forgive them.”
;;
"― Oscar Wilde,…""";;
721,We earn our faces he looks like the picture up in the attic in picture of Dorian  Gray https://t.co/4o6974efVD;;
"722,""RT @deadacademics: “You will always be fond of me. I represent to you all the sins you never had the courage to commit.”";;
;;
"Oscar Wilde, The…""";;
"723,""RT @deadacademics: “You will always be fond of me. I represent to you all the sins you never had the courage to commit.”";;
;;
"Oscar Wilde, The…""";;
"724,""@mikanmir +to prisonfor a crime he didn't commit), then for books you have to read at least once: to kill a mockingbird, anna karenina, war and peace, the late mattia pascal, norwegian wood, kafka on the shore, after dark (all three by haruki murakami), the picture of dorian gray""";;
"725,""RT @Louise_Salome_: Some things are more precious ";;
 because they don't last long.;;
You will always be fond of me. ;;
"I represent to you all th…""";;
"726,""hey!! im new to #booktwt and im not quite sure how twitter and all moot thing works but im looking for moots! ";;
some of my fav books:;;
• the seven husbands of evelyn hugo;;
• the secret history ;;
• ready player one;;
• of mice and men;;
• the picture of dorian gray ;;
"and more!!""";;
"727,""RT @raidhosnibm: “Children begin by loving their parents"; as they grow older they judge them; sometimes they forgive them.”
;;
"― Oscar Wilde,…""";;
"728,""@SaanyaChopraDua @prabhupp01 Reminds me of the book ";;
;;
"The picture of Dorian Gray!""";;
"729,""hiii guys i need your help. has any of you read """"the picture of dorian gray""""? is that book good, worth reading and appropriate (in case my parents.. you know)???""";;
"730,""if your fav classics are jane eyre, the scarlett letter, fahrenheit 451, or the picture of dorian gray, u are officially one of the sexiest people i know""";;
"731,""Your rank and wealth, Harry"; my brains, such as they are - my art, whatever it may be worth; Dorian Gray's good looks - we shall all suffer for what the gods have given us, suffer terribly.
;;
"Oscar Wilde, The Picture of Dorian Gray""";;
732,@morallygreygf OH HELP i meant the picture of dorian gray;;
733,When I like people immensely I never tell their names to anyone. The Picture of Dorian Gray. Oscar Wilde https://t.co/5PbdFHc0xo;;
"734,""@LAIASVETURlUS fave: fiddler on the roof, least fave : picture of dorian gray. honestly it’s all about how the book is taught""";;
"735,""what's your favorite book or books? — the picture of dorian gray is my favourite book ever !! funnily enough it’s not actually because of ben / sirius, wilde is just my favourite writer 👩‍❤️‍💋‍👩  https://t.co/DpStRj0y3z""";;
"736,""Federer doesn't age because his fans do. ";;
;;
"It's the picture of Dorian Gray for tennis. Everytime he loses an opportunity to break *I* feel myself beginning to wither.""";;
737,@harleytwts yes very much ! im thinking of getting the picture of dorian gray soon;;
"738,""RT @BooksStoryline: Ten great lines from novels. “The curves of your lips rewrite history.” —Oscar Wilde, The Picture of Dorian Gray. “I to…""";;
"739,""RT @BooksStoryline: Ten great lines from novels. “The curves of your lips rewrite history.” —Oscar Wilde, The Picture of Dorian Gray. “I to…""";;
"740,""RT @WorthingHighEng: Introducing: Miss Beckford! As well as an English teacher, she is Leader of Literacy here @WorthingHigh 📚 Her favourit…""";;
"741,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
742,So the other day I saw that Penguin were doing 5 classic books for £25.. couldn't resist so I went through the list and picked these three: The Picture of Dorian Gray; Frankenstein; At the Mountains of Madness.. plus 2 others!! https://t.co/Du0zs4S28X
743,starting the last chapter of the picture of dorian gray aaaaa;;
"744,""Live-tweeting reading """"The Picture of Dorian Gray."""" An ongoing thread:""";;
"745,""'Bout to read """"The Picture of Dorian Gray."""" Should I live tweet it?""";;
746,also this is from “the picture of dorian gray” by oscar wilde if you were wondering :);;
"747,""RT @ganseylalablue: so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great b…""";;
"748,""so my copy of the picture of Dorian Gray had a ugly ass cover so I decided to paint something over it, it's not great but I like it better this way https://t.co/rfCRSRTiKi""";;
"749,""RT @BooksStoryline: Ten great lines from novels. “The curves of your lips rewrite history.” —Oscar Wilde, The Picture of Dorian Gray. “I to…""";;
750,crush just called the picture of dorian gray “melodramatic gay bullshit” https://t.co/bsJtS7KlGA;;
751,@Chris86767838 She looks like the picture of Dorian Gray.;;
"752,""""""You will always be fond of me. I represent to you all the sins you never has the courage to commit"""" -Oscar Wilde, The Picture of Dorian Gray #Quote #RWLSWeightLoss""";;
